DisNo,ImpactID,Historic,Classification_Key,OFDA_BHA_Response,Appeal,Declaration,Origin,Associated_Types,Magnitude,Magnitude_Scale,Start_Date,End_Date,duration,Location
2016-0086-USA,2fc71fc5f6e7c98f58de9593a31ae76b,No,nat-met-sto-sev,No,No,Yes,,Hail,,Kph,2016-03-17,2016-03-18,1,"Texas, Mississippi, Louisiana, Florida provinces"
2016-0087-USA,29b530350dd38c589d966858eb85202f,No,nat-met-sto-sev,No,No,No,,Hail,,Kph,2016-03-22,2016-03-25,3,"Texas, Oklahoma, Louisiana, Arkansas, Mississippi, Alabama, Florida provinces"
2016-0123-USA,0e85852e4d3ed9b5ebb89124eb682bc2,No,nat-met-sto-lig,No,No,No,,Hail,,Kph,2016-04-10,2016-04-15,5,"Dallas-Fort Worth (Dallas, Wise, Tarrant, Denton, Parker), Wylie, Plano, Little Elm, Rockwall, Bettie, Emory in Collin, Denton, Upshur, Rockwall, Rains, San Antonio metro regions, Helotes, Alamo Heights, Kirby, Hollywood Park, Carrizo Springs, Terrel Hills (Bexar, Dimmit) (Texas), Oklahoma, Kansas, Missouri, Arkansas, Mississippi, Louisiana"
2016-0124-USA,6fd952fdfaaa50035a79fdaad116bc18,No,nat-hyd-flo-fla,No,No,Yes,Torrential rrains,Storm,,Km2,2016-04-16,2016-04-19,3,"Fayette, Grimes, Harris, Parker counties, Houston districts (Texas province)"
2016-0125-USA,b55a7505cdc9afb5bcf09bdddc340590,No,nat-met-sto-lig,No,No,No,,Flood|Hail,,Kph,2016-04-25,2016-05-04,9,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi, Kansas, Virginia, North Carolina, Georgia, Missouri, Illinois, West Virginia provinces"
2016-0150-USA,13eb40861d1eca800b09f79864ac84ea,No,nat-met-sto-tor,No,No,No,,Hail,,Kph,2016-05-08,2016-05-11,3,"Oklahoma, Colorado, Nebraska, Kansas, Iowa, Missouri, Arkansas, Illinois, Kentucky, Texas,Tennessee states"
2016-0170-USA,a12946d410a223f4941b7107b3107604,No,nat-hyd-flo-flo,No,No,No,,,,Km2,2016-04-30,2016-04-30,0,"Palestine city (Anderson district, Texas province), Houston district (Texas province)"
2016-0172-CAN,42c8ab3598e96674da52b38b5e5a7f16,No,nat-cli-wil-for,Yes,No,No,,Explosion,6000.0,Km2,2016-05-01,2016-07-04,64,"Fort McMurray city (Wood Buffalo area, Division No. 16 district, Alberta province)"
2016-0181-USA,540fd5061d78444eb905a0e47e322fd4,No,nat-met-sto-hai,No,No,No,,Flood,,Kph,2016-05-21,2016-05-28,7,"Houston district (Texas province), Brenham city (Washington district, Texas province); Montana, Kansas, Missouri, Colorado"
2016-0183-USA,5dcab1e11887b961437c84133ef1d0e8,No,nat-hyd-flo-flo,No,No,Yes,Heavy rain,Storm,,Km2,2016-05-27,2016-06-02,6,"Texas, Oklahoma, Arkansas, Kansas, Nebraska provinces"
2016-0203-USA,d2a65d3e22caebb3b41ffb97ba58dc09,No,nat-met-sto-sto,No,No,Yes,Torrential rain,"Flood|Slide (land, mud, snow, rock)",,Kph,2016-06-22,2016-06-24,2,"Greenbier district (West Virginia province); Ohio, Indiana, Illinois, Wisconsin, Virginia"
2016-0206-USA,742c7e791b25790c5ea8845a72d38739,No,nat-cli-wil-for,No,No,Yes,"Combination of heat, extented drought and gusty winds",,,Km2,2016-06-25,2016-06-26,1,California province
2016-0243-CAN,79ce18ed318c2537eea43f53bb76ae4c,No,nat-hyd-flo-flo,No,No,Yes,Heavy rain,,176099.51,Km2,2016-06-14,2016-06-21,7,"Chetwynd, Lemoray, Dawson Creek, Link Creek, Braden Road, Mackenzie, Fort St. John cities (Peace River district, British Columbia/Colombie-Britannique province)"
2016-0264-USA,925c16a7fbc32c5f445e7332643a9581,No,nat-cli-wil-for,No,No,No,Drought,,,Km2,2016-07-24,2016-08-01,8,"Los Angeles, San Francisco districts (California province)"
2016-0292-USA,a644825b478d1989e5c80a1c3e3fc40e,No,nat-hyd-flo-flo,No,No,Yes,Heavy rains,,19554.02,Km2,2016-08-09,2016-08-16,7,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)"
2016-0297-USA,57f9b6a5d04ea523672781f47077051f,No,nat-cli-wil-for,No,No,No,,,,Km2,2016-08-13,2016-08-16,3,"Lower Lake, Clearlake (Lake district, California province)"
2016-0322-USA,f983c08a6a3be1caadca3477b4e8baeb,No,nat-met-sto-tro,No,No,No,,Flood|Surge,85.0,Kph,2016-09-01,2016-09-06,5,"Georgia, Florida, South Carolina, New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region"
2016-0331-USA,7f57728f91da259792880e6549b96c8a,No,nat-hyd-flo-riv,No,No,Yes,Excessive rains and thunderstorms,"Slide (land, mud, snow, rock)",,Km2,2016-09-19,2016-09-23,4,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn, Wright (Iowa)"
2016-0355-USA,13873dc5df87944447473d6372baf43d,No,nat-met-sto-tro,No,No,No,,Flood,,Kph,2016-10-08,2016-10-12,4,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces"
2016-0477-USA,a2229c963c674d7f5ec97384fd951f14,No,nat-met-sto-bli,No,No,No,,Hail,,Kph,2016-11-26,2016-12-01,5,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces"
2016-0493-USA,672d9207926ad3ce52a32f4d5fe573b9,No,nat-geo-ear-gro,No,No,No,,,5.0,Moment Magnitude,2016-11-07,2016-11-07,0,Cushing (Oklahoma)
2016-0521-USA,2e74f5d583efcd93e4f7f2a7643c3be2,No,nat-met-sto-bli,No,No,No,,Cold wave,,Kph,2016-12-13,2016-12-19,6,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)"
2016-0550-USA,7085dfd45915391ccf86586862f8a69a,No,nat-met-sto-lig,No,No,No,,,,Kph,2016-04-24,2017-04-28,369,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio"
2016-0552-USA,e06e04bb222ccdc55aca860689a2e860,No,nat-hyd-flo-flo,No,No,Yes,,,,Km2,2016-03-08,2016-03-13,5,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi"
2017-0022-USA,ef7d90d8e476c3dcb7e82823c0fa4f0d,No,nat-met-sto-sev,No,No,Yes,,,,Kph,2017-01-18,2017-01-23,5,"Georgia (cook), Mississippi, Alabama, Louisiana, Florida states"
2017-0039-USA,dc2674fc8a73882a8f3bb2d4c1a27d6e,No,nat-met-sto-bli,No,No,No,,"Flood|Slide (land, mud, snow, rock)",,Kph,2017-01-06,2017-01-13,7,"California, Nevada, Idaho, Colorado, Utah, Oregon states"
2017-0058-USA,be163e749744e3d857c18c33071e29d0,No,nat-hyd-flo-riv,No,No,No,Heavy rains,,,Km2,2017-02-22,2017-02-22,0,San Jose (North California)
2017-0062-USA,bd614c758a99485511c162f2395c920a,No,nat-met-sto-sto,No,No,No,,"Flood|Slide (land, mud, snow, rock)",,Kph,2017-02-08,2017-02-21,13,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)"
2017-0070-USA,b311bbef7bd6e4d1e9135b5d0cbd8f23,No,nat-met-sto-tor,No,No,No,,Hail|Lightening,,Kph,2017-02-27,2017-03-02,3,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa, North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states"
2017-0108-USA,6e21ac2d03806ef42e57ba151076b423,No,nat-met-sto-bli,No,No,No,,,,Kph,2017-03-13,2017-03-15,2,"South Carolina, Georgia, North Carolina, Tennessee, Alabama, Mssissippi, Florida, Kentucky , Virginia"
2017-0126-CAN,027d94c81aef10eba7cb57e9e94ba8ba,No,nat-hyd-flo-flo,Yes,No,Yes,Snowmelt and Heavy Rain,,79149.2,Km2,2017-05-05,2017-05-20,15,"Ottawa (Cumberland, Constance Bay,Fitzroy Harbour, Dunrobin, Britannia, West Carleton-March, MacLarens Landing), Champlain Township (Prescott and Russell), Lanark (Ontario); Montreal, Gatineau, Laval (Quebec); Thompson Nicola (Cache Creek, Lower Nicola Indian Band) Columbia Shushwap (Tappen), Central Okanagan (Kelowna, West Kelowna, Lake country, Fintry Delta),North Okanogan (Lumby), Okanagan Similkameen (Garnett Valley,Summerland), Kootenay Boundary (Grand Forks) (British Colombia); Canadian Maritimes; York, Sunburry (Fredericton, Maugerville), Queens (Jemseg) (New Brunswick) ; Cape Breton Island (Nova Scotia)"
2017-0136-USA,780221095d38683df151ddb5bdb452c2,No,nat-hyd-flo-flo,No,No,No,,Hail|Storm,,Km2,2017-04-28,2017-05-01,3,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana"
2017-0203-USA,5ce16fc5b6a70dbb7bf3e0479173acb7,No,nat-met-sto-hai,No,No,No,,Hail,130.0,Kph,2017-05-09,2017-05-11,2,"Colorado, New Mexico, Texas, Oklahoma, Missouri"
2017-0234-USA,cac713df7984523d4e74ce684c48c5e2,No,nat-met-sto-lig,No,No,No,,Flood|Hail,170.0,Kph,2017-06-25,2017-06-29,4,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico"
2017-0252-USA,cb9c6f09289246fcf519055a0d93d0bf,No,nat-cli-wil-for,No,No,Yes,Weather,,190.0,Km2,2017-07-06,2017-07-10,4,"Butte (Oroville), San Luis Obispo, Santa Barbara (California)"
2017-0253-USA,6f3d225e0767cf89a21586736d0763ee,No,nat-met-sto-lig,No,No,No,,Hail,135.0,Kph,2017-06-09,2017-06-12,3,"Minnesota (Minneapolis – St. Paul, MN metro region-Twin Cities, Lac Qui Parle County, Montevideo (Chippewa), Slayton (Murray), St. Cloud (Stearns), Monticello (Wright), Coon Rapids (Anoka)), Wisconsin (St. Croix), Upper Peninsula (Michigan), North Dakota (Richardson, Stark County, Morton County, Milton and Langdon in Cavalier County), South Dakota (Deuel, Jerauld, Beadle, and Clark Counties)"
2017-0271-CAN,438bf8d9bbd1e703b7aeb632a9c8c9ff,No,nat-cli-wil-wil,No,Yes,Yes,Weather,Heat wave,500.0,Km2,2017-07-07,2017-09-15,70,"Cache Creek , Ashcroft, Boston flats (Thompson Nicola), 100 Mile House , Williams Lake (Cariboo) (British Columbia)"
2017-0282-USA,eb0d5daef0a22fa81aa4b0ba020b4119,No,nat-hyd-flo-fla,No,No,No,Thunderstorm,,,Km2,2017-07-15,2017-07-15,0,"Ellison Creek (Water wheel) Tonto National Forest (Gila, Arizona)"
2017-0336-USA,7bfe484eebaa682c1bde9e2a2b6cd869,No,nat-met-sto-tor,No,No,No,,Flood|Hail,,Kph,2017-08-05,2017-08-08,3,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri"
2017-0362-USA,5caa65f0254ebb50989cbce2b5e31026,No,nat-met-sto-tro,No,No,Yes,,Flood|Oil spill,215.0,Kph,2017-08-25,2017-08-29,4,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)"
2017-0381-USA,2b100119214110fc01d511ab2e741315,No,nat-met-sto-tro,No,No,No,,Flood,300.0,Kph,2017-09-10,2017-09-28,18,"Keys islands, Monroe, South Florida, Jacksonville (Duval), Marco Island, Naples (Collier), Fort Lauderdale (Broward), Lakeland (Polk), Orlando (Orange), Clay (Florida), Savannah, Tybee Island (Chatham), Brunswick, St. Simons Island (Glynn), McIntosh, Camden (Georgia), Charleston, Folly Beach, the Isle of Palms, Sullivan’s Island (Charleston) Hilton Head, Beaufort, Edisto Beach (Colleton) (South Carolina)"
2017-0383-USA,6ce1e2a38bb8c4dfe24fd685bf3d053d,No,nat-met-sto-tro,No,No,No,,,,Kph,2017-09-26,2017-09-27,1,"Jersey shore, Seaside Park, Point Pleasant Beach (Ocean), Long Branch (Monmouth) (New Jersey), Fernandina beach (Nassau-Florida)"
2017-0410-USA,f73e84c33b301a291251a22e0056bcd8,No,nat-met-sto-tro,No,No,No,,,140.0,Kph,2017-10-07,2017-10-08,1,"Mexico Gulf, Louisiania, Mississippi (coastal areas, Biloxi), Alabama (Dauphin Island, Autauga, Chilton, Lowndes Counties), Florida, South Carolina (Pickens, Laurens, Spartanburg, Newberry, Greenville, Union), North Carolina (Polk, Wilkes, Ashe )"
2017-0434-USA,28c91048ff0d96cf179c58f87af414ef,No,nat-cli-wil-lan,No,No,No,,,,Km2,2017-06-01,2017-12-31,213,"Napa, Sonoma, Mendocino, Lake, Solano, Butte, Yuba, Nevada, Humboldt, Calavaras, Orange counties (California)"
2017-0471-CAN,051f0c3b71a40da2c2212ec06f1a194d,No,nat-hyd-flo-flo,No,No,No,Heavy rains,,,Km2,2017-08-28,2017-08-29,1,"Windsor, Tecumseh, Essex (Ontario)"
2017-0511-USA,183ccd4ef4927dbb03d21a3195e44001,No,nat-cli-wil-wil,No,No,Yes,"Droght, winds",,1101.5,Km2,2017-12-04,2017-12-31,27,"Ventura, Santa Barbara, Los Angeles, San Diego, Riverside counties (California)"
2017-0512-USA,0dc50107edeb39853e5cb93bd108fd0f,No,nat-met-sto-lig,No,No,Yes,,Hail,,Kph,2017-11-05,2017-11-06,1,"Missouri, Indiana (Bedford in Lawrence, Muncie in Delaware, Salem in Washington, Blackford, Jay), Ohio (Celina in Mercer, Williamsfield in Ashtabula, Clyde in Sandusky, Bloomingville in Erie , Republic, West Lodi in Seneca, Galion in Crawford, Steuben, Norwalk, Fitchville, Wakeman in Huron, Nova and Hayesville in Ashland, South Vienna in Wayne, Calcutta in Columbiana, Clark), Pennsylvania (Erie in Erie), Illinois (Noble in Richland)"
2017-0542-USA,ac9f2ca42dbb00c63062c2b843ed94ca,No,nat-met-sto-bli,No,No,Yes,,Cold wave|Transport accident,,Kph,2017-12-31,2018-01-05,5,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri"
2017-0563-USA,de9a9f930b7b2e1d82b8e10ea9635dbc,No,nat-met-sto-hai,No,No,No,,Hail,130.0,Kph,2017-03-06,2017-03-09,3,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana"
2017-0564-USA,43ade195e407a0f5d4b4f612f5ed9d53,No,nat-met-sto-tor,No,No,No,,Flood|Hail,175.0,Kph,2017-03-25,2017-03-28,3,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas – Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)"
2017-9550-USA,1196bbeedff6d48402a209b33e38b806,No,nat-cli-dro-dro,No,No,No,,,,Km2,2017-03-01,2017-12-31,305,"Upper Midwest, Northern Rockies and parts of the West; North Dakota, South Dakota and Montana."
2018-0010-USA,bff9ba5090604c29149a05983c1ea4cb,No,nat-hyd-mmw-mud,No,No,No,Heavy rains,Flood,,,2018-01-08,2018-01-14,6,"Santa Barbara County (Montecito and Carpinteria), Los Angeles County (Burbank), Ventura (California)"
2018-0045-USA,10ecffa04ec939559b3a81931f554f9d,No,nat-met-sto-bli,No,No,No,,Cold wave,,Kph,2018-01-03,2018-01-05,2,"Massachusetts , New Jersey, New York, Connecticut, Maine, New Hampshire, Pennsylvania, Maryland, Rhode Island , South Carolina, Tennessee, Virginia, North Carolina, Georgia"
2018-0046-USA,9944487494f2a8e797a5e804118ef286,No,nat-met-sto-bli,No,No,No,,,,Kph,2018-01-21,2018-01-24,3,"Colorado, PLains and Midwest"
2018-0111-USA,2d3de2de8e78f603c5815b8c61fc8152,No,nat-met-sto-bli,No,No,Yes,,Flood|Surge,110.0,Kph,2018-03-01,2018-03-03,2,"Massachusetts, New York, Virginia, Maryland, New Hampshire, New Jersey, Pennsylvania, Connecticut, Delaware"
2018-0129-USA,6ef3ed89b6bb50214118543e7651b74f,No,nat-met-sto-sto,No,No,No,,Hail,,Kph,2018-04-13,2018-04-15,2,"Louisiana, Mississippi, North Carolina, Virginia, Arkansas, Florida, Georgia, Maryland, Michigan , Missouri , New Jersey, New York,Pennsylvania , South Carolina, Texas"
2018-0130-USA,38c34d088f3dc140bc5e92d67310bbcf,No,nat-hyd-flo-flo,No,No,Yes,Torrential rains,"Slide (land, mud, snow, rock)",,Km2,2018-04-14,2018-04-15,1,Kauai Isl. (Hawai)
2018-0146-USA,bac1e7da3aa5462d775a96f640e680b3,No,nat-geo-vol-lav,No,No,No,,Earthquake,,,2018-05-03,2018-05-30,27,Hawaï
2018-0160-CAN,87c6a2714c70474dfc18dfea088ac6be,No,nat-hyd-flo-flo,No,No,No,Heavy Rain and Snowmelt,,78669.36,Km2,2018-05-10,2018-05-14,4,British Columbia
2018-0170-USA,a0a80ecb5a98596b61feb06cca6cf98a,No,nat-met-sto-tro,No,No,No,,,,Kph,2018-05-27,2018-05-30,3,Southeast
2018-0195-CAN,77b74f825cb8b180b01880e037ccfefd,No,nat-met-ext-hea,No,No,No,,,37.2,°C,2018-06-29,2018-07-05,6,"Gatineau, Montréal, Joliette, Saint-Hyacinthe, Saint-Jean-sur-Richelieu, Drummondville, Sherbrooke ,Outaouais, Laurentides, Lanaudière, Victoriaville Trois-Rivières, Québec, La Malbaie, Kamouraska, l’Abitibi-Témiscamingue, Saguenay—Lac-Saint-Jean (Quebec)"
2018-0206-USA,d27ab4ca32a287b3807306a4cf02d4e5,No,nat-met-sto-sto,No,No,No,,,110.0,Kph,2018-05-13,2018-05-15,2,"New York City, Washington DC, Baltimore, Maryland, Texas, Kansas, Colorado, Oklahoma, Missouri, Illinois, Indiana, Iowa, New Jesey, Pennsylvania, Virginia, West Virginia, Massachusetts, Connecticut"
2018-0258-USA,731ac94bb447b59fbda419e808f8c384,No,nat-cli-wil-for,No,No,No,,Pollution,,Km2,2018-07-27,2018-08-31,35,"Shasta, Trinity, Mendocino, Lake, Colusa, and Glenn counties (California)"
2018-0279-USA,5df94dd394855d226440a868ef2f41df,No,nat-met-sto-tor,No,No,No,,Lightening,,Kph,2018-07-19,2018-07-22,3,"Pella, Marshalltown (Iowa); Missouri , Illinois, Indiana, Kansas, Kentucky, Alabama, Arkansas, Georgia, Tennessee, North Carolina, South Carolina, Viriginia, Maryland , Pennsylvania"
2018-0331-USA,983626bdb310746ff4c9e27b6fdb72c5,No,nat-hyd-flo-fla,No,No,Yes,Tropical Storm Gordon,,,Km2,2018-09-03,2018-09-11,8,"Wisconsin, Iowa, Minnesota, Missouri, Illinois, Kentucky, Pennsylvania, Arkansas, Ohio, Indiana"
2018-0342-USA,075b6e189397b5f655cb04b245e51665,No,nat-met-sto-tro,No,No,Yes,,Flood,,Kph,2018-09-12,2018-09-18,6,"South and North Carolina, Virginia"
2018-0344-USA,7f2eddfd434919f34261bb4377bb5dd4,No,nat-met-sto-lig,No,No,No,,Hail,,Kph,2018-08-06,2018-08-07,1,"Colorado, Nebraska, Wyoming"
2018-0366-CAN,272ef96eb13f0d0e1aa1e5df16990de7,No,nat-met-sto-tor,No,No,No,,,250.0,Kph,2018-09-21,2018-09-21,0,Ottawa; Quebec province
2018-0373-USA,cba97325a0312677b92c0d5f7786b48b,No,nat-met-sto-tro,No,No,No,,Surge,250.0,Kph,2018-10-10,2018-10-11,1,"Florida, Georgia, Alabama, North Carolina, Virginia, Maryland"
2018-0409-USA,2a703ac72d5ab95a79ef7bc4a7038150,No,nat-cli-wil-for,No,No,Yes,,,,Km2,2018-06-01,2018-12-31,213,Butte county (North California)
2018-0419-USA,eec45ee6df9227c27762b33944596e91,No,nat-hyd-flo-riv,No,No,Yes,Heavy rains,Storm,,Km2,2018-10-15,2018-10-20,5,"Bastrop, Burnet, Colorado, Fayette, Hood, Jim Wells, Kerr, Kimble, La Salle, Live Oak, Llano, Mason, McMullen, Nueces, Real, San Patricio, Travis, and Williamson counties"
2018-0457-USA,3a702141d24af0ebbd418bddc93f0ad4,No,nat-met-sto-bli,No,No,No,,Flood,,Kph,2018-12-26,2018-12-28,2,"New Mexico, Texas, Iowa, Minnesota, Kansas, Louisiana, Tennessee"
2018-0468-USA,cccc81b0a819673e6c3ffa53e3cdcc8f,No,nat-cli-wil-wil,No,No,No,,,,Km2,2018-11-08,2018-11-21,13,"Thousand Oaks, Oak Park, Westlake Village, Agoura Hills, West Hills, Simi Valley, Chatsworth, Bell Canyon, Hidden Hills, Malibu and Calabasas (California)"
2019-0007-USA,139fb921e46b598fd2c3d559135011f7,No,nat-met-sto-bli,No,No,Yes,,Snow/ice,,Kph,2019-01-11,2019-01-15,4,"Missouri, Illinois, Iowa, Kansas, Nebraska, Washington DC, Virginia, Colorado, North, South Carolina"
2019-0045-USA,ee3676d590417443c4bb2a9214caa930,No,nat-met-sto-san,No,No,No,,Lightening|Snow/ice,,Kph,2019-01-18,2019-01-21,3,Midwest and Northeast
2019-0046-USA,35c8072cb18eab36c4cd0bd0e639b7fa,No,nat-met-sto-bli,No,No,No,,Cold wave,,Kph,2019-01-29,2019-01-31,2,Upper midwest
2019-0081-USA,f9c6574b58d6661093f44861e93968c5,No,nat-met-sto-tor,No,No,No,,,,Kph,2019-03-03,2019-03-04,1,"Alabama, Georgia, South Carolina, Florida, Mississippi,"
2019-0086-USA,78956f793bf7467255247b56c1dfd5fc,No,nat-hyd-flo-flo,No,No,Yes,Heavy rain,"Slide (land, mud, snow, rock)|Storm",,Km2,2019-02-25,2019-03-01,4,"Amador, Glenn, Lake, Mendocino, Sonoma, Humboldt counties (California)"
2019-0089-USA,933cbcc40d27b06d834af439a8137341,No,nat-met-sto-lig,No,No,No,,Flood|Hail,,Kph,2019-02-23,2019-02-25,2,"Tennessee, Mississippi, Alabama, Illinois, Indiana, Ohio, Connecticut, Maryland, Massachusetts, New Jersey, New-York, Pennsylvania, Virginia, West Virginia states"
2019-0090-USA,9194135692ea265cc42518900db9eef4,No,nat-hyd-flo-flo,No,No,No,,"Slide (land, mud, snow, rock)",,Km2,2019-02-26,2019-03-04,6,Northern California
2019-0116-USA,dddda0f3500f5a1961106b85c7c944f6,No,nat-hyd-flo-riv,No,No,No,Fast snowmelt,Storm,,Km2,2019-03-14,2019-03-31,17,"Nebraska, Iowa, Wisconsin, Missouri, Kansas, Illinois, Minnesota, South Dakota, North Dakota, Michigan"
2019-0160-USA,68b031386dc78a5a4007cc2606553923,No,nat-met-sto-tor,No,No,No,,Hail,160.0,Kph,2019-04-13,2019-04-14,1,"Robertson, Angelina, Houston and Cherokee Counties (Texas); Louisiana, Arkansas, Mississippi, Alabama, Georgia, North Carolina, Ohio, Pennyslvania"
2019-0171-CAN,d4cc548ae41f7d440db354195c53a97d,No,nat-hyd-flo-flo,No,No,No,Incresaing temperatures and heavy rains,Broken Dam/Burst bank,,Km2,2019-04-27,2019-05-05,8,"Ontario, Nouveau-Brunswick, Quebec"
2019-0184-USA,40bdc17e24c42655451c94c4f6e55f0e,No,nat-met-sto-lig,No,No,Yes,,Flood,,Kph,2019-04-24,2019-04-26,2,"Texas, Lousiana states"
2019-0250-USA,da2324deacc9bc74f357646d4929da78,No,nat-met-sto-tor,No,No,No,,Hail,150.0,Kph,2019-05-23,2019-05-31,8,"Jefferson city, Golden (Barry county), Carl Junction (Jasper county), Missouri state"
2019-0306-USA,3bee7822da487a066921d10ccc3f1566,No,nat-geo-ear-gro,No,No,Yes,,,7.1,Moment Magnitude,2019-07-05,2019-07-05,0,Ridgecrest (Califronia)
2019-0307-USA,e13fb1e6fa71b726eda8c5e1f20330ff,No,nat-hyd-flo-flo,No,No,Yes,Heavy rains,,,Km2,2019-06-06,2019-06-09,3,"Lincolnton region (Lincoln County, North Carolina)"
2019-0335-USA,c796c9ebddec2b11ed1fa3631135e1ef,No,nat-met-sto-tro,No,No,No,,,,Kph,2019-07-13,2019-07-15,2,"Louisiana, Mississippi, Arkansas, Oklahoma, Great Lakes region"
2019-0412-USA,f39a6ab397aa28ba0fb4387910e45dfd,No,nat-met-sto-tro,No,No,No,,Flood,150.0,Kph,2019-08-28,2019-09-06,9,"Florida, Georgia, South Carolina, North Carolina, Virginia"
2019-0417-USA,458be1709fd9e9a88fb12f9ee3f5c607,No,nat-met-sto-tro,No,No,No,,Flood,65.0,Kph,2019-09-17,2019-09-21,4,Texas
2019-0484-USA,7b31655f759866993c62f32c4695e9f0,No,nat-met-sto-sev,No,No,Yes,,,220.0,Kph,2019-10-20,2019-10-21,1,"Texas, Arkansas, Oklahoma, Missouri, Louisiana,Tennessee."
2019-0513-USA,bd01817458a4739d35cb53e2053cf0a5,No,nat-cli-wil-for,No,No,No,,,,Km2,2019-10-10,2019-10-17,7,Los Angeles and Riverside counties (California)
2019-0517-USA,a39b8141b98cc114882d3c42313922f7,No,nat-cli-wil-for,No,No,Yes,,,,Km2,2019-10-26,2019-10-31,5,"Los Angeles, San Bernardino, Ventura, Sonoma Counties (California)"
2019-0532-CAN,8089eabf9abf30e2c4443d5ab16762d7,No,nat-met-sto-sev,No,No,No,,Flood,100.0,Kph,2019-10-31,2019-11-02,2,"Bromont, Sherbrooke (Quebec); Ontario"
2019-0593-USA,e2ee60e62f15375a8d80b0d97edbbe48,No,nat-met-sto-bli,No,No,No,,Cold wave,,Kph,2019-11-27,2019-12-03,6,"Pacific Northwest, Rockies, Northern Plains, Upper Midwest, and the Northeast"
